"rho","S","tmax","mean.mean","mean.sd","var.shape","var.rate","minS","maxS","ext","endT"
0.001,10,100,0.0846080994052354,0.238838789306301,3.77267114253439,0.950718935356383,6.912,13.03,0.024,56.6259833081622
0.00243414702251933,10,100,0.0689546762357353,0.294860244554858,4.08695078921429,1.7646740770802,5.622,15.2,0.138,79.1362365970504
0.00592507172723974,10,100,0.0253539682539683,0.395356534176623,4.1496106413875,3.99558677683998,4.058,17.84,0.342,91.1213890757024
0.0144224957030741,10,100,0.0297071428571429,0.635097857905994,3.8636447531787,9.39098654345756,3.254,22.236,0.51,95.4920744491008
0.0351064749729356,10,100,-0.0376047619047619,1.14003684879357,2.88925225154416,18.5119315095781,2.23,25.698,0.72,95.1513214190726
0.0854543215265208,10,100,-0.335135848694316,3.13439920931515,1.51221368360037,37.9175720810261,1.866,30.392,0.814,85.5259901158338
0.20800838230519,10,100,-1.04575668383615,10.19921287659,0.836609251482952,125.028982127304,1.594,37.912,0.866,65.5414108334579
0.506322984447242,10,100,-4.43067124024751,30.3163754949518,0.529594423132978,518.57297365122,1.388,38.558,0.914,38.7673243729979
1.23246458502536,10,100,-11.8040692640693,103.003545711405,0.567625481176953,13802.4365151648,1.284,45.798,0.942,23.7993425126947
3,10,100,-48.2266355641356,497.467515588227,0.380667358067609,92953.796530341,1.118,46.44,0.97,11.2982131446576
0.001,40,100,0.0491738095238095,0.326733868789165,4.82348187426889,3.34012407230501,33.544,46.832,0,86.422920665977
0.00243414702251933,40,100,-0.0094468253968254,0.463649393176655,6.04533532352328,9.96849279068087,29.318,50.4,0.01,94.2721917368006
0.00592507172723974,40,100,-0.0344722222222222,0.764607119182473,6.72045427149982,27.2731932924247,23.314,56.818,0.066,97.8338482730483
0.0144224957030741,40,100,-0.0917777777777778,1.20902228149928,6.25903298199511,64.9012990173786,16.45,65.108,0.248,99.0776254906529
0.0351064749729356,40,100,-0.004,2.34613000179102,4.2489593023619,131.402483954231,12.612,79.624,0.454,99.5307782634575
0.0854543215265208,40,100,-0.223,4.8429994063041,2.45116293674331,346.636526384691,8.198,92.216,0.654,99.6630896346394
0.20800838230519,40,100,-0.594922547332186,14.8410855018902,1.54750139245531,1758.26636410485,5.38,111.002,0.774,95.8324925557031
0.506322984447242,40,100,-10.0498495641426,49.9508493433181,1.28573547445626,14183.3639073827,3.502,124.692,0.872,79.1624822331764
1.23246458502536,40,100,-54.9918375766148,162.754363267625,0.637302357169974,41057.8568255043,2.374,140.768,0.908,54.2994448870327
3,40,100,-172.308059132093,642.983413973555,0.572496558754918,546137.356793763,1.818,155.234,0.952,32.0399954198827
0.001,70,100,0.0305031746031746,0.390830989467097,5.52221024088428,6.39395428762704,61.272,78.684,0,92.9445272821065
0.00243414702251933,70,100,0.0208214285714286,0.620294973890493,7.24628074563084,21.1494177196854,56.542,84.686,0,96.927731668136
0.00592507172723974,70,100,0.0353333333333333,0.990247078925291,7.27988995393675,53.3284116519894,46.812,92.318,0.022,98.7979535941526
0.0144224957030741,70,100,-0.01,1.68951861304293,7.41348928929832,139.44931149802,36.104,103.536,0.112,99.5055168157069
0.0351064749729356,70,100,0.0911111111111111,3.09489283523595,5.19177861325769,285.292717660999,27.76,126.292,0.29,99.771012622043
0.0854543215265208,70,100,-0.200666666666667,6.41963872424767,2.64002158541879,664.162850257919,17.456,147.614,0.536,99.8888328359757
0.20800838230519,70,100,-0.00666825396825394,17.8608009657941,1.65674832206249,3640.71272886773,13.034,184.388,0.648,98.8751758015288
0.506322984447242,70,100,-12.8998695804307,56.3920161815201,1.55775098981252,36604.1189907983,7.33,198.076,0.81,90.3086943627882
1.23246458502536,70,100,-44.984121950401,244.476950773824,1.04991683307137,225591.39050394,5.472,237.37,0.876,72.0342108656227
3,70,100,-173.46137221072,855.130774754508,0.776916886855592,1726331.71774005,4.382,284.41,0.906,49.0900133838189
0.001,100,100,0.0249722222222222,0.455636851521944,6.60174336250002,11.1455685532005,89.156,110.49,0,95.2791135637824
0.00243414702251933,100,100,-0.0419722222222222,0.761100393635727,6.64742151908997,27.8613155668973,83.218,116.884,0,97.9695615125442
0.00592507172723974,100,100,0.0782222222222222,1.20114198858673,7.00198500377604,72.7984683563559,73.98,126.964,0.002,99.1180088225352
0.0144224957030741,100,100,-0.00133333333333334,2.11077666138632,7.77104981167987,214.680798633503,59.636,142.422,0.056,99.6254153068073
0.0351064749729356,100,100,0.249777777777778,3.83699913464761,4.85620430966263,395.37348771486,44.758,169.482,0.228,99.8406872578537
0.0854543215265208,100,100,0.198444444444444,7.93613655007887,2.55371074498333,952.206920437632,30.796,202.694,0.426,99.9277597414868
0.20800838230519,100,100,0.726888888888889,21.4577848412915,1.47389746989241,4635.63140105517,23.016,247.646,0.584,99.938075811651
0.506322984447242,100,100,-6.08433809523809,69.0033183977981,1.36048564396823,48573.100008045,13.014,271.34,0.76,95.6376333788195
1.23246458502536,100,100,-54.8224457402008,264.312216213242,1.16371960738495,414455.636877516,9.438,336.976,0.836,79.9480815435305
3,100,100,-276.660216486934,1133.04496652806,0.617004697423598,1475567.83992013,6.06,347.326,0.894,52.825700073164
0.001,10,250,0.0189476679709045,0.111709444808136,4.71241855111265,0.930795503848178,5.41,14.942,0.148,200.69896516761
0.00243414702251933,10,250,0.0215471718228078,0.155608605196358,6.14984038007904,2.72192071585525,4.246,18.47,0.338,227.366786856114
0.00592507172723974,10,250,0.0126603457299345,0.243911866534639,6.10843600784441,6.41063103544837,3.006,21.644,0.574,238.435016691827
0.0144224957030741,10,250,-0.00728956963827068,0.425015249909338,3.6557914262442,9.31701479027944,2.378,26.526,0.684,238.908967787849
0.0351064749729356,10,250,-0.209255383270803,0.924378888210079,1.98545539159718,14.2271458150062,1.776,29.414,0.816,209.195877413415
0.0854543215265208,10,250,-0.880650656881947,2.22451862673246,1.08587210232345,32.0344158438066,1.522,33.256,0.882,160.361870019728
0.20800838230519,10,250,-3.50741709967253,6.31682007925117,0.711792300598915,107.115157323745,1.316,37.572,0.936,98.9273420500798
0.506322984447242,10,250,-10.8523282204252,16.0647115011029,0.55026872780747,627.226031714086,1.21,41.234,0.954,55.8444999858066
1.23246458502536,10,250,-30.7982981419459,59.6573504415972,0.395131480366864,6827.06301015065,1.112,46.708,0.966,29.186853953354
3,10,250,71.1353368202978,786.41819833598,0.371111601777666,143140.999046189,1.132,53.974,0.976,12.5191397586792
0.001,40,250,0.00647165158692282,0.185058915905263,9.45672269615571,6.96648212622348,29.514,50.902,0.014,237.575490954697
0.00243414702251933,40,250,0.0121842972054643,0.289573415116865,12.5034055328477,22.3734454821189,23.524,57.058,0.068,244.485184395723
0.00592507172723974,40,250,0.0267154150197628,0.477941581591026,13.5645200564463,62.0609936875885,17.79,67.42,0.24,247.761210876508
0.0144224957030741,40,250,0.0063804347826087,0.774198228494041,9.08223236931521,110.529740523219,11.44,78.288,0.472,248.867003964952
0.0351064749729356,40,250,-0.0360961365573898,1.44015763659844,4.38094810296894,182.173721549001,8.01,94.234,0.652,248.76454362216
0.0854543215265208,40,250,-0.0893396843853265,3.51144699332123,1.9690689674452,510.933710602451,5.698,117.364,0.736,238.866947784441
0.20800838230519,40,250,-2.94282432727344,10.5543335092235,1.37643382711202,2555.76938931101,4.08,129.282,0.834,191.981489922609
0.506322984447242,40,250,-16.6959809019035,40.9141200353018,0.862617603398948,12027.9874537496,3.182,154.738,0.892,137.27258783306
1.23246458502536,40,250,-89.4184375596403,133.133385237962,0.667120097035959,62356.1648525474,2.24,160.642,0.93,78.2551890053038
3,40,250,-292.733162698196,416.358796388731,0.481202077926836,473197.717903389,1.778,193.616,0.948,45.9015602502341
0.001,70,250,0.00500263947476224,0.239316513547625,13.1216962478755,17.1854921968337,55.294,83.796,0,242.995226355736
0.00243414702251933,70,250,0.00666139657444005,0.383427041895651,17.0911466567393,54.6862685983209,47.848,93.108,0.018,247.066056044211
0.00592507172723974,70,250,0.00441666666666667,0.611051151766942,15.7474968582777,126.947316716553,36.28,104.41,0.126,248.717250902723
0.0144224957030741,70,250,0.06925,1.02347317935762,10.7417674042273,235.565648558108,27.366,127.404,0.312,249.444477006874
0.0351064749729356,70,250,0.0462236842105263,1.96203611901266,4.68909535985775,368.989600516284,16.996,146.12,0.558,249.612057946124
0.0854543215265208,70,250,-0.177200800216819,4.06132932854441,2.3893540793624,1168.44681192273,11.534,179.732,0.692,247.337730991326
0.20800838230519,70,250,-1.8256713480392,12.1405540164306,1.74875168079194,7957.46020209098,8.254,202.748,0.786,227.172284517895
0.506322984447242,70,250,-19.4769659050421,47.1824062077247,1.17749307807075,44966.6060940599,5.39,225.238,0.884,168.949020451828
1.23246458502536,70,250,-92.0678354750146,164.854245761754,0.804642681921998,209067.152943188,3.856,263.918,0.916,115.586640439406
3,70,250,-420.459386094524,579.152879634511,0.584594913624211,1167591.45241559,2.902,284.832,0.956,61.6190089541568
0.001,100,250,-0.00670085638998682,0.281362516566679,16.6100513226169,31.3771611111529,83.198,117.358,0,245.046384182631
0.00243414702251933,100,250,0.0266630434782609,0.451047050709508,19.8506404506166,92.8936126827322,73.48,128.684,0.006,247.791955972279
0.00592507172723974,100,250,0.03975,0.763990215643629,19.0257188027634,218.147233368921,60.502,143.402,0.032,249.158730855213
0.0144224957030741,100,250,-0.0834166666666667,1.30721458610088,12.7183105574329,393.972713343182,40.73,164.322,0.256,249.619829962098
0.0351064749729356,100,250,-0.143333333333333,2.34433480976789,4.91296935443523,551.010735047189,27.712,197.344,0.472,249.815784647443
0.0854543215265208,100,250,-0.00844894598155468,4.78298487018473,2.36963879564346,1652.63878950073,20.34,241.248,0.624,249.676215909769
0.20800838230519,100,250,0.580516749083763,14.8036609260534,1.69134836043657,13114.4917964138,13.698,291.014,0.728,241.222151963529
0.506322984447242,100,250,-14.1792207303058,50.127087707612,1.42253473219873,100378.661223014,7.804,315.194,0.848,198.952836888995
1.23246458502536,100,250,-94.7301955404357,228.177681295014,0.884985399007294,445161.890907334,6.654,392.874,0.878,138.579955983352
3,100,250,-499.389423275884,716.896068849814,0.616781219974231,1910515.31709904,3.326,398.986,0.952,82.3942298574595
0.001,10,400,0.0165756991810925,0.0815008978618853,5.21030496353127,0.994414624980901,4.824,16.854,0.264,348.630088074371
0.00243414702251933,10,400,0.00399449135091581,0.120636716819469,6.85722866374382,3.03132249952948,3.256,19.618,0.508,374.830254135307
0.00592507172723974,10,400,0.002274341218647,0.189792325883587,4.89979384847763,5.01524084028478,2.648,24.494,0.626,384.191771490127
0.0144224957030741,10,400,0.00957873154589259,0.363897813035476,2.95740845083884,7.89274966183352,2.036,28.552,0.788,372.808719551641
0.0351064749729356,10,400,-0.192672738989186,0.887003410150919,1.55289720979791,13.4780511566051,1.842,35.486,0.82,309.020217235613
0.0854543215265208,10,400,-1.04247858533509,2.01771829320242,0.834992735026026,23.8112285526896,1.296,37.39,0.912,203.823222186871
0.20800838230519,10,400,-3.59729626116763,5.40072080062302,0.689487111123845,110.647706967496,1.278,42.6,0.938,125.79342339112
0.506322984447242,10,400,-11.2781888219475,17.7358955454747,0.346224635330417,203.796167384238,1.15,49.05,0.96,67.7483044384932
1.23246458502536,10,400,-34.5006525331121,75.7334989719781,0.373655045287292,4108.4583785357,1.134,48.346,0.97,30.9132826751162
3,10,400,-23.5089599527293,685.335284152418,0.321915852493409,97018.3243567824,1.076,58.276,0.984,14.3824903425114
0.001,40,400,-0.000459829711029402,0.153546723239275,16.5225107306661,12.4649327726471,25.92,53.668,0.04,386.506402440355
0.00243414702251933,40,400,0.0036349892402524,0.220027403981199,17.9065999630817,33.2833876413987,20.696,61.456,0.13,394.79287050953
0.00592507172723974,40,400,0.00176653171390013,0.37023184796128,14.8321684714381,67.8589200162483,13.686,71.99,0.406,397.674262769554
0.0144224957030741,40,400,0.0569674525680718,0.628622397692497,6.90915803888799,88.5757578982485,10.49,88.782,0.548,398.638359467647
0.0351064749729356,40,400,-0.0160069424300524,1.20006288209038,3.36158521201941,173.745279981348,7.148,107.044,0.694,392.96026077199
0.0854543215265208,40,400,-0.452847615931419,2.99324746953701,1.73892825290776,559.133427888611,5.036,121.81,0.806,352.262612748019
0.20800838230519,40,400,-4.10359002030457,9.69090848774414,1.11700239285902,2433.01956396881,3.914,136.866,0.868,258.552069676184
0.506322984447242,40,400,-20.3506851180482,37.1147927031649,0.792437850840194,11798.0430807353,2.778,167.662,0.902,173.395470531975
1.23246458502536,40,400,-89.5851128670702,109.787775173282,0.624576214498397,62185.8910174276,1.896,170.518,0.954,94.0817026426368
3,40,400,-322.275298447981,451.385897477062,0.566061948066815,633048.671052377,1.592,185.696,0.968,46.8870523336294
0.001,70,400,0.00245767485241169,0.196266049977369,19.5452963769816,25.5932676614052,50.594,87.9,0.002,393.162174034824
0.00243414702251933,70,400,-0.0234534412955466,0.29392631385214,24.0343566495012,78.476194172391,42.416,99.754,0.042,397.091013182149
0.00592507172723974,70,400,0.0286666666666667,0.46563964424748,18.1880745466499,150.662769089417,32.796,117.27,0.184,398.693986402056
0.0144224957030741,70,400,0.0321025641025641,0.853126878486988,9.56715948862957,224.469503111769,20.968,138.09,0.436,399.382097624107
0.0351064749729356,70,400,0.0465250267520004,1.60711170344261,3.69649198790885,341.263624236508,15.686,167.222,0.602,398.641331626109
0.0854543215265208,70,400,-0.0627068849174536,3.57535668739267,1.97531581792521,1287.95419786895,10.422,198.966,0.73,388.29099688986
0.20800838230519,70,400,-2.29180066712106,11.7758246688038,1.28666972358191,7361.3843515429,6.792,233.896,0.832,322.451531125473
0.506322984447242,70,400,-21.0814332445017,45.2099841384454,0.948456294812357,40117.8368865877,5.3,258.996,0.89,222.012162719286
1.23246458502536,70,400,-120.248375117317,159.489371257865,0.743917792792998,183070.211593077,3.26,280.912,0.934,131.499769511968
3,70,400,-393.46134041613,562.840719790914,0.572205065164315,1208968.35857229,2.908,331.572,0.944,72.8771503927855
0.001,100,400,0.0137485866433235,0.230548956415176,23.3631494949199,44.8411621243647,78.394,122.686,0.002,395.334885880644
0.00243414702251933,100,400,-0.00179217273954116,0.361902278869412,26.582729224483,124.150308948457,65.734,133.326,0.018,397.881682316945
0.00592507172723974,100,400,0.00835897435897436,0.592001163706587,23.2142134153825,275.719513553822,51.104,153.182,0.152,399.096663008628
0.0144224957030741,100,400,0.0191794871794872,0.976054717749427,10.88964499286,373.289065622225,37.188,187.318,0.338,399.624544945966
0.0351064749729356,100,400,0.105475033738192,1.70418812182941,4.28551112428381,582.669607760046,24.368,220.282,0.556,399.781789041643
0.0854543215265208,100,400,-0.104859056695683,3.85218637586098,2.07077052926369,1989.25566497215,14.954,262.534,0.704,396.158252704153
0.20800838230519,100,400,-1.50859809955127,13.0529720846756,1.42641968415096,13465.1913411362,10.226,302.816,0.8,356.792701567707
0.506322984447242,100,400,-12.7544448875363,48.3886764862259,1.02352496389535,86524.8798521209,8.924,395.41,0.836,279.658426538444
1.23246458502536,100,400,-115.623516345254,180.396430370809,0.823570005582682,432473.992479608,5.046,394.428,0.918,172.826698029063
3,100,400,-563.306690247037,616.081599856054,0.599606244916283,2087584.09575334,4.03,440.962,0.946,92.5334051774492
0.001,10,550,0.00829568883075658,0.0712512957451958,7.14289713078313,1.3614393355288,4.136,17.88,0.322,491.828019676051
0.00243414702251933,10,550,0.000306279180711825,0.102947691283114,8.58835770389025,3.76226646728951,2.996,21.566,0.554,523.361369047334
0.00592507172723974,10,550,-6.50230722523444e-05,0.169328733017352,4.60067400609917,4.69090128103588,2.246,25.334,0.702,524.31359434979
0.0144224957030741,10,550,-0.0492860242424401,0.381251782320422,2.57386406414162,6.90463054549481,1.942,30.51,0.782,476.847220803213
0.0351064749729356,10,550,-0.258561445087684,0.814656673655561,1.31479818979272,11.3624441614864,1.648,35.78,0.878,367.853433853584
0.0854543215265208,10,550,-1.08333835569659,1.93753063304508,0.846955327330939,27.9707441349849,1.33,39.082,0.924,245.589759874932
0.20800838230519,10,550,-4.34800629622194,4.3153151656098,0.815369871070975,131.451804556367,1.142,33.716,0.978,117.543833265866
0.506322984447242,10,550,-12.0925331364117,14.9900333007025,0.498240520637145,584.017212203375,1.142,46.25,0.966,67.4126862912468
1.23246458502536,10,550,-31.2753589235689,106.7149634868,0.477157670873736,11893.0886434205,1.14,55.688,0.974,31.396061468562
3,10,550,-122.19486950941,301.764425707591,0.252907507810138,21970.8345266828,1.066,60.258,0.978,16.388530023177
0.001,40,550,0.00580315433377936,0.121637245574107,19.6784196113812,15.0353246176675,24.32,56.108,0.068,536.707171102088
0.00243414702251933,40,550,0.00269858277127977,0.195704921970076,20.1657162228752,37.7060264398894,18.424,66.702,0.212,544.853166208931
0.00592507172723974,40,550,-0.0105187066602161,0.303287670002217,13.5907150877624,62.8429172030707,12.994,78.2,0.412,547.466998529913
0.0144224957030741,40,550,-0.0373180707069082,0.523771995140433,7.0076915259248,93.0832884250709,8.102,92.982,0.658,547.702093821048
0.0351064749729356,40,550,-0.00604744920878895,1.09073735057191,2.48569453717595,143.586558030281,6.012,112.914,0.744,531.23364248102
0.0854543215265208,40,550,-0.779562918814632,2.92829300527395,1.51291846396319,525.757350619206,4.312,128.776,0.84,443.126092421081
0.20800838230519,40,550,-4.05446128743799,9.16022188640997,0.934118090537015,2286.08959896583,3.106,151.476,0.888,317.856609903529
0.506322984447242,40,550,-24.0114294483088,33.3220026708882,0.801545711323871,10294.4983025323,2.216,153.118,0.94,179.444411233077
1.23246458502536,40,550,-95.1450324074928,106.731150946227,0.620008524624646,56689.8644327724,1.728,170.664,0.968,101.035578456949
3,40,550,-295.871559877983,371.616762724329,0.419512102560254,300646.218243666,1.352,198.112,0.978,52.8344529039493
0.001,70,550,0.0070830370529118,0.150851072174217,27.1645700257712,37.2012385093845,48.724,92.984,0.02,543.330122154356
0.00243414702251933,70,550,-0.0364370262860829,0.260582123606279,25.6087390747896,84.7069946159914,36.86,101.974,0.11,547.182254584404
0.00592507172723974,70,550,0.0204074074074074,0.412538451574658,18.3321119065579,154.943109017042,28.1,121.592,0.294,548.700019736584
0.0144224957030741,70,550,0.0333025856044724,0.68459140882726,9.38326386736702,232.757436403587,19.264,151.374,0.504,549.319630863084
0.0351064749729356,70,550,0.0261905825003674,1.24822117608976,3.26764668429734,355.301367596418,12.296,181.246,0.678,548.39302174104
0.0854543215265208,70,550,-0.470759149310278,3.13698110344638,1.96049064435755,1593.41284347622,8.596,198.3,0.786,502.49856791928
0.20800838230519,70,550,-4.1227213569688,9.56537542050424,1.41615106427058,8974.91743918761,4.01,210.546,0.904,398.723158287007
0.506322984447242,70,550,-23.9230374376649,41.0261668467951,0.840871077151515,35751.4533153046,4.408,274.068,0.892,264.676401448886
1.23246458502536,70,550,-122.951953649891,149.720948321621,0.746426570203874,199450.031406788,2.784,286.214,0.95,144.296909927079
3,70,550,-422.304999544227,522.53381715844,0.534232734890358,1008041.91094808,2.068,341.36,0.958,80.4885016122735
0.001,100,550,0.00646419932268989,0.193746777047074,37.4208085859145,73.5419546645214,74.494,125.8,0.004,544.567256302019
0.00243414702251933,100,550,-0.00397624039133473,0.301754839943617,32.0235711143592,154.637584193807,60.476,140.16,0.05,547.784735700751
0.00592507172723974,100,550,0.0022962962962963,0.499855184638634,23.2287933306384,278.767130173964,43.944,163.442,0.222,549.122067110901
0.0144224957030741,100,550,0.0352222222222222,0.817978395833348,10.0459823046961,364.265900504217,33.412,199.248,0.404,549.611687083314
0.0351064749729356,100,550,-0.0900659229848112,1.48941449517446,3.724742782475,596.523539983862,20.668,240.676,0.62,549.237851316917
0.0854543215265208,100,550,-0.426850542153001,3.53792673678268,2.1915803368034,2832.72129800291,13.088,271.88,0.748,529.193751018246
0.20800838230519,100,550,-2.77893558562273,11.9108084963968,1.36265716614693,16542.7537850233,9.982,319.564,0.83,442.261754083343
0.506322984447242,100,550,-19.4560818169406,43.7440232309901,0.942156142006949,81030.7734324126,7.578,385.484,0.876,328.543569297104
1.23246458502536,100,550,-116.757130052565,173.785965327772,0.724436320481037,399389.088367063,5.182,435.674,0.918,207.931838672295
3,100,550,-532.006323555916,576.331105899043,0.619193594162948,1990815.14404943,3.1,429.168,0.964,102.757704383971
